id,nbSons,enonce,rang,nomenclature,origine,origineAnnexe,couleur,musicalite,geometrie
624,5,101011010000,096-3,Pentacorde majeur,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
IDÉ
ATR",HET
625,5,101011010000,096-3,Pentacorde Mixolydien,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
IDÉ
ATR",HET
626,5,101101000010,096-4,"m7(9,11) sans 5",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 ,"IDÉ
ATR",HET
627,5,110100001010,096-5,Non-classé,—,—,#FFA500 ,"IDÉ
ATR",HET
628,5,100001011010,097-1,"7M(11#,13) sans 1! • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFA500 ,"QUI
NEU
IDÉ
ATR",HET
629,5,100001011010,097-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
IDÉ
ATR",HET
630,5,101000010110,097-2,Non-classé,—,—,#FFA500 ,"QUI
NEU
IDÉ
ATR",HET
631,5,101010000101,097-3,"7M(9,13) sans 5",chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFA500 ,"IDÉ
ATR",HET
632,5,101101010000,097-4,"min(9,11)",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 ,"QUI
TONm
IDÉ
ATR",HET
633,5,101101010000,097-4,Pentacorde Aeolien,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONm
IDÉ
ATR",HET
634,5,101101010000,097-4,Pentacorde Dorien,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONm
IDÉ
ATR",HET
635,5,101101010000,097-4,Pentacorde mineur,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONm
IDÉ
ATR",HET
636,5,110101000010,097-5,Non-classé,—,—,#FFA500 ,"IDÉ
HIS
ATR",HET
637,5,100001100101,098-1,"7(9#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,OMN,"HET
ORT"
638,5,100001100101,098-1,"7(9b,9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,OMN,"HET
ORT"
639,5,100001100101,098-1,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
640,5,100101100001,098-2,Non-classé,—,—,#FFA500 ,OMN,HET
641,5,101100001100,098-3,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
642,5,110000110010,098-4,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
643,5,110010110000,098-5,"7(9#,13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"QUI
TONM
OMN","HET
"
644,5,100001101001,099-1,"7(9#,11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,OMN,"HET
ORT"
645,5,100001101001,099-1,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
646,5,100110000110,099-2,"7(9#,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"OMN
ATR","HET
"
647,5,101001100001,099-3,Non-classé,—,—,#FFA500 ,OMN,HET
648,5,110000110100,099-4,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
649,5,110100110000,099-5,"7(9#,11#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"QUI
TONm
OMN","HET
"
650,5,100001011001,100-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
CAD
OMN
ATR","HET
"
651,5,100110000101,100-2,Non-classé,—,—,#FFA500 ,"CAD
OMN
ATR","HET
"
652,5,101100110000,100-3,Non-classé,—,—,#FFA500 ,"QUI
TONm
CAD
OMN","HET
"
653,5,110000101100,100-4,Non-classé,—,—,#FFA500 ,"CAD
OMN","HET
ORT"
654,5,110011000010,100-5,"7(9b,11) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"CAD
ORI
OMN
ATR","HET
"
655,5,100001100110,101-1,"7(9#,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"CAD
OMN","HET
ORT"
656,5,100001100110,101-1,Non-classé,—,—,#FFA500 ,"CAD
OMN","HET
ORT"
657,5,100110100001,101-2,"7M(9#,11#) sans 5 • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFA500 ,"CAD
OMN","HET
"
658,5,101000011001,101-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
CAD
OMN
ATR","HET
"
659,5,110011010000,101-4,"7,5#(9#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"QUI
TONM
CAD
ORI
OMN
ATR","HET
"
660,5,110011010000,101-4,Pentacorde byzantin,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
CAD
ORI
OMN
ATR","HET
"
661,5,110100001100,101-5,Non-classé,—,—,#FFA500 ,"CAD
OMN
ATR","HET
"
662,5,100010010011,102-1,Pentarelatif III-B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FFA500 ,"QUI
TONM
OMN
ATR","HET
"
663,5,100100111000,102-2,Non-classé,—,—,#FFA500 ,"QUI
TONm
OMN","HET
ORT"
664,5,100111000100,102-3,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
665,5,110001001001,102-4,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
666,5,111000100100,102-5,Non-classé,—,—,#FFA500 ,OMN,HET
667,5,100011100100,103-1,Non-classé,—,—,#FFA500 ,OMN,HET
668,5,100100011100,103-2,Non-classé,—,—,#FFA500 ,"QUI
TONm
OMN
ATR","HET
"
669,5,100100100011,103-3,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
670,5,110010010001,103-4,Pentarelatif III-A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FFA500 ,"QUI
TONM
OMN
ATR","HET
"
671,5,111001001000,103-5,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
672,5,100010001101,104-1,Non-classé,—,—,#FFA500 ,ATR,
673,5,100011011000,104-2,Pentachristophe,mode extrapolé (harmonie),Gammes / modes extrapolés,#FFA500 ,"QUI
TONM
PAL
ATR",—
674,5,100011011000,104-2,Ramakali ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 ,"QUI
TONM
PAL
ATR",—
675,5,100011011000,104-2,Dan-Tranh,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 ,"QUI
TONM
PAL
ATR",—
676,5,101100010001,104-3,m7M(9),chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 ,"QUI
TONm
ATR",—
677,5,110001000110,104-4,Non-classé,—,—,#FFA500 ,ATR,—
678,5,110110001000,104-5,"7M(9#,11#) sans 1!",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFA500 ,ATR,—
679,5,100010100011,105-1,Pentaquarte chromatique,mode moderne occidental,Gammes / modes modernes,#FFA500 ,—,ORT
680,5,100010100011,105-1,Pentaquarte hémi,mode moderne occidental,Gammes / modes modernes,#FFA500 ,—,ORT
681,5,100011100010,105-2,Non-classé,—,—,#FFA500 ,—,—
682,5,101000111000,105-3,Non-classé,—,—,#FFA500 ,"QUI
NEU",ORT
683,5,110001010001,105-4,Non-classé,—,—,#FFA500 ,"QUI
NEU
PAL
ATR",
684,5,111000101000,105-5,Non-classé,—,—,#FFA500 ,—,
685,5,100010011100,106-1,Pentarelatif VI-A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FFA500 ,"QUI
TONM
ATR",—
686,5,100100010011,106-2,Non-classé,—,—,#FFA500 ,"QUI
TONm
ATR",—
687,5,100111001000,106-3,Non-classé,—,—,#FFA500 ,ATR,—
688,5,110010001001,106-4,Non-classé,—,—,#FFA500 ,"PAL
ATR",—
689,5,111001000100,106-5,Non-classé,—,—,#FFA500 ,ATR,—
690,5,100001001101,107-1,Non-classé,—,—,#FFA500 ,"TRP
ATR
OMN","HET
"
691,5,100110110000,107-2,Pentabinaire D,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
TONm
TRP
BIN
OMN","HET
"
692,5,101100001001,107-3,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
693,5,110000100110,107-4,Non-classé,—,—,#FFA500 ,"TRP
OMN","HET
ORT"
694,5,110110000100,107-5,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
695,5,100001101100,108-1,"7(9#,11#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"TRP
OMN","HET
ORT"
696,5,100001101100,108-1,Non-classé,—,—,#FFA500 ,"TRP
OMN","HET
ORT"
697,5,100100001101,108-2,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
698,5,101100100001,108-3,"m7M(9,11#) sans 5",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 ,"TRP
OMN","HET
"
699,5,110010000110,108-4,"7(9b,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"TRP
OMN
ATR","HET
"
700,5,110110010000,108-5,"7,5b(9#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"QUI
TONM
TONm
BIN
TRP
OMN
ATR","HET
"
701,5,110110010000,108-5,Pentabinaire C,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
TONm
BIN
TRP
OMN
ATR","HET
"
702,5,100001010011,109-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
703,5,100111000010,109-2,"7(9#,11) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"OMN
ATR","HET
"
704,5,101001110000,109-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
"
705,5,110000101001,109-4,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
706,5,111000010100,109-5,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
707,5,100001110010,110-1,"7(9#,11,13b) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
708,5,100001110010,110-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
709,5,100101000011,110-2,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
710,5,101000011100,110-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
711,5,110010100001,110-4,Non-classé,—,—,#FFA500 ,OMN,HET
712,5,111001010000,110-5,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
713,5,100010001011,111-1,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
714,5,100010111000,111-2,Non-classé,—,—,#FFA500 ,"QUI
TONM
TRP
OMN","HET
ORT"
715,5,101110001000,111-3,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
716,5,110001000101,111-4,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
717,5,111000100010,111-5,Non-classé,—,—,#FFA500 ,"TRP
OMN","HET
"
718,5,100010001110,112-1,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
719,5,100011101000,112-2,Non-classé,—,—,#FFA500 ,"TRP
OMN","HET
"
720,5,101000100011,112-3,Non-classé,—,—,#FFA500 ,"TRP
OMN","HET
ORT"
721,5,110100010001,112-4,Non-classé,—,—,#FFA500 ,"QUI
TONm
TRP
OMN
ATR","HET
"
722,5,111010001000,112-5,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR","HET
"
723,5,100001001011,113-1,"7(9b,9#,11) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"OMN
ATR","HET
"
724,5,100001001011,113-1,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
725,5,100101110000,113-2,Non-classé,—,—,#FFA500 ,"QUI
TONm
OMN","HET
"
726,5,101110000100,113-3,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
727,5,110000100101,113-4,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
728,5,111000010010,113-5,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
729,5,100001110100,114-1,"7(9#,11) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
730,5,100001110100,114-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
731,5,100100001110,114-2,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
732,5,101001000011,114-3,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
733,5,110100100001,114-4,Non-classé,—,—,#FFA500 ,OMN,HET
734,5,111010010000,114-5,Non-classé,—,—,#FFA500 ,"QUI
TONM
OMN
ATR","HET
"
735,5,100001011100,115-1,Non-classé,—,—,#FFA500 ,"QUI
NEU 
ATR",HET
736,5,100100001011,115-2,Non-classé,—,—,#FFA500 ,ATR,HET
737,5,101110010000,115-3,Pentabinaire A,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
TONm
BIN
ATR",HET
738,5,110010000101,115-4,Non-classé,—,—,#FFA500 ,ATR,HET
739,5,111001000010,115-5,Non-classé,—,—,#FFA500 ,ATR,HET
740,5,100001001110,116-1,Non-classé,—,—,#FFA500 ,ATR,HET
741,5,100111010000,116-2,Pentabinaire B,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONM
TONm
BIN 
ATR",HET
742,5,101000010011,116-3,Non-classé,—,—,#FFA500 ,"QUI
NEU 
ATR",HET
743,5,110100001001,116-4,Non-classé,—,—,#FFA500 ,ATR,HET
744,5,111010000100,116-5,Non-classé,—,—,#FFA500 ,ATR,HET
745,5,100000101101,117-1,"7(11#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"CAD
TRP
OMN",HET
746,5,100000101101,117-1,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN",HET
747,5,101100000101,117-2,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN
ATR",HET
748,5,101101100000,117-3,"7(11#,13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"CAD
TRP
OMN",HET
749,5,101101100000,117-3,"7,5b(13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"CAD
TRP
OMN",HET
750,5,110000010110,117-4,Non-classé,—,—,#FFA500 ,"QUI
NEU
CAD
TRP
OMN
ATR",HET
751,5,110110000010,117-5,"7(9b,9#) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"CAD
TRP
OMN
ATR",HET
752,5,100001100011,118-1,Non-classé,—,—,#FFA500 ,—,"HET
ORT"
753,5,100011100001,118-2,Non-classé,—,—,#FFA500 ,—,HET
754,5,110000110001,118-3,Shri ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#FFA500 ,"QUI
NEU","HET
ORT"
755,5,110001110000,118-4,Non-classé,—,—,#FFA500 ,"QUI
NEU","HET
"
756,5,111000011000,118-5,Non-classé,—,—,#FFA500 ,"QUI
NEU
ATR","HET
"
757,5,100001110001,119-1,"7(9#,11,13) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"QUI
NEU","HET
"
758,5,100001110001,119-1,Non-classé,—,—,#FFA500 ,"QUI
NEU","HET
"
759,5,100011000011,119-2,Non-classé,—,—,#FFA500 ,ATR,HET
760,5,110000111000,119-3,Non-classé,—,—,#FFA500 ,"QUI
NEU","HET
ORT"
761,5,110001100001,119-4,Non-classé,—,—,#FFA500 ,—,HET
762,5,111000110000,119-5,Non-classé,—,—,#FFA500 ,"QUI
NEU","HET
ORT"
763,5,100000110110,120-1,"7(11,13b) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"QUI
NEU
CAD
TRP
OMN",HET
764,5,100000110110,120-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
CAD
TRP
OMN",HET
765,5,101000001101,120-2,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN
ATR",HET
766,5,101101000001,120-3,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN
ATR",HET
767,5,110100000110,120-4,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN
ATR",HET
768,5,110110100000,120-5,Non-classé,—,—,#FFA500 ,"CAD
TRP
OMN",HET
769,5,100000101011,121-1,Non-classé,—,—,#FFA500 ,"TRP
OMN",HET
770,5,101011100000,121-2,Non-classé,—,—,#FFA500 ,"TRP
OMN",HET
771,5,101110000010,121-3,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR",HET
772,5,110000010101,121-4,Non-classé,—,—,#FFA500 ,"QUI
TRP
OMN
ATR",HET
773,5,111000001010,121-5,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR",HET
774,5,100000111010,122-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
TRP
OMN",HET
775,5,101000001110,122-2,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR",HET
776,5,101010000011,122-3,Non-classé,—,—,#FFA500 ,"TRP
OMN
ATR",HET
777,5,110101000001,122-4,Non-classé,—,—,#FFA500 ,"TRP
HIS
OMN
ATR",HET
778,5,111010100000,122-5,Non-classé,—,—,#FFA500 ,"TRP
OMN",HET
779,5,100000110011,123-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN",HET
780,5,100111000001,123-2,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
781,5,110000011001,123-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR",HET
782,5,110011100000,123-4,Non-classé,—,—,#FFA500 ,"ORI
OMN",HET
783,5,111000001100,123-5,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
784,5,100000111001,124-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN",HET
785,5,100110000011,124-2,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
786,5,110000011100,124-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR",HET
787,5,110011000001,124-4,Non-classé,—,—,#FFA500 ,"ORI
OMN
ATR",HET
788,5,111001100000,124-5,Non-classé,—,—,#FFA500 ,OMN,HET
789,5,100000101110,125-1,"7(11#,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"ATO
CAD
TRP",
790,5,100000101110,125-1,Non-classé,—,—,#FFA500 ,"ATO
CAD
TRP",
791,5,101000001011,125-2,Non-classé,—,—,#FFA500 ,"ATO
CAD
TRP
ATR",
792,5,101110100000,125-3,"7,5b,5# sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 ,"ATO
CAD
TRP",
793,5,110100000101,125-4,Non-classé,—,—,#FFA500 ,"ATO
CAD
TRP
PAL
ATR",
794,5,111010000010,125-5,Non-classé,—,—,#FFA500 ,"ATO
CAD
TRP
ATR",
795,5,100001000111,126-1,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
796,5,100011110000,126-2,Non-classé,—,—,#FFA500 ,"QUI
TONM
OMN","HET
"
797,5,110000100011,126-3,Non-classé,—,—,#FFA500 ,OMN,"HET
ORT"
798,5,111000010001,126-4,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR","HET
"
799,5,111100001000,126-5,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
800,5,100001111000,127-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN","HET
ORT"
801,5,100010000111,127-2,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
802,5,110001000011,127-3,Non-classé,—,—,#FFA500 ,"OMN
ATR","HET
"
803,5,111000100001,127-4,Non-classé,—,—,#FFA500 ,OMN,HET
804,5,111100010000,127-5,Non-classé,—,—,#FFA500 ,"QUI
TONm
OMN
ATR","HET
"
805,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6","7(9,11#,13b) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
806,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6","7,5#(9,11#) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
807,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6","7,5b(9,13b) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
808,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6","7(9,11#,13b) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
809,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6",Par tons,mode classique occidental,Gammes / modes classiques,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
810,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6",Bitonal augmenté,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
811,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6",Unitonique,mode moderne occidental,Gammes / modes modernes,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
812,6,101010101010,"128-1
128-2
128-3
128-4
128-5
128-6",Claude Debussy,mode signature compositeur,Gammes / modes signature,bicolore,"ATO
TRP
ATL
PAL
ANH
ISO",—
813,5,100000011011,129-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
ATR",HET
814,5,101110000001,129-2,Non-classé,—,—,#FFA500 ,ATR,HET
815,5,110000001101,129-3,Non-classé,—,—,#FFA500 ,ATR,HET
816,5,110111000000,129-4,Non-classé,—,—,#FFA500 ,ATR,HET
817,5,111000000110,129-5,Non-classé,—,—,#FFA500 ,ATR,HET
818,5,100000100111,130-1,Non-classé,—,—,#FFA500 ,OMN,HET
819,5,100111100000,130-2,Non-classé,—,—,#FFA500 ,OMN,HET
820,5,110000010011,130-3,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN
ATR",HET
821,5,111000001001,130-4,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
822,5,111100000100,130-5,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
823,5,100000011101,131-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
ATR",HET
824,5,101100000011,131-2,Non-classé,—,—,#FFA500 ,ATR,HET
825,5,110000001110,131-3,Non-classé,—,—,#FFA500 ,ATR,HET
826,5,110110000001,131-4,Non-classé,—,—,#FFA500 ,ATR,HET
827,5,111011000000,131-5,Non-classé,—,—,#FFA500 ,ATR,HET
828,5,100000111100,132-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
OMN",HET
829,5,100100000111,132-2,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
830,5,110010000011,132-3,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
831,5,111001000001,132-4,Non-classé,—,—,#FFA500 ,"OMN
ATR",HET
832,5,111100100000,132-5,Non-classé,—,—,#FFA500 ,OMN,HET
833,5,100000110101,133-1,"7(11,13) sans 1! • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 ,"QUI
NEU
IDÉ
OMN",—
834,5,100000110101,133-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
IDÉ
OMN",—
835,5,101011000001,133-2,Non-classé,—,—,#FFA500 ,"IDÉ
OMN
ATR",—
836,5,101100000110,133-3,"m7(9,13) sans 5 • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFA500 ,"PAL
IDÉ
OMN
ATR",—
837,5,110000011010,133-4,Non-classé,—,—,#FFA500 ,"QUI
IDÉ
OMN
ATR",—
838,5,110101100000,133-5,Pentacorde Locrien,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"IDÉ
HIS
OMN",—
839,5,100000010111,134-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
ATR",HET
840,5,101111000000,134-2,Non-classé,—,—,#FFA500 ,ATR,HET
841,5,110000001011,134-3,Non-classé,—,—,#FFA500 ,ATR,HET
842,5,111000000101,134-4,Non-classé,—,—,#FFA500 ,ATR,HET
843,5,111100000010,134-5,Non-classé,—,—,#FFA500 ,ATR,HET
844,5,100000011110,135-1,Non-classé,—,—,#FFA500 ,"QUI
NEU
ATR",HET
845,5,101000000111,135-2,Non-classé,—,—,#FFA500 ,ATR,HET
846,5,110100000011,135-3,Non-classé,—,—,#FFA500 ,ATR,HET
847,5,111010000001,135-4,Non-classé,—,—,#FFA500 ,ATR,HET
848,5,111101000000,135-5,Non-classé,—,—,#FFA500 ,ATR,HET
849,6,100101010101,136-1,Non-classé,—,—,#FF0000 ,"QUI
TONm
CAD
TRP
OMN ATR",HET
850,6,101010101100,136-2,"m7(9b,11,13) sans 1!",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 ,"CAD
TRP
OMN",HET
851,6,101010110010,136-3,"7,5b(9) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"QUI
TONM
CAD
TRP
OMN",HET
852,6,101010110010,136-3,"7(9,11#) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"QUI
TONM
CAD
TRP
OMN",HET
853,6,101011001010,136-4,"7(9,11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 ,"CAD
TRP
OMN
ATR",HET
854,6,101100101010,136-5,Prometheus mineur,accord signature compositeur,Accords signature,#FF0000 ,"CAD
TRP
OMN",HET
855,6,110010101010,136-6,"7(9b,11#,13b) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 ,"CAD
TRP
OMN",HET
856,6,100110101010,137-1,"7(9#,11#,13b) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"CAD
TRP
OMN",HET
857,6,101001101010,137-2,"7(9b,9#,11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"CAD
TRP
OMN",HET
858,6,101001101010,137-2,Non-classé,—,—,#66ccff,"CAD
TRP
OMN",HET
859,6,101010011010,137-3,"7,5#(9) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"QUI
TONM
CAD
TRP
ATR
OMN",HET
860,6,101010011010,137-3,"7(9,13b) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"QUI
TONM
CAD
TRP
ATR
OMN",HET
861,6,101010100110,137-4,Prometheus,accord signature compositeur,Accords signature,#66ccff,"CAD
TRP
OMN",HET
862,6,101010100110,137-4,"7,5b(9,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"CAD
TRP
OMN",HET
863,6,101010100110,137-4,"7(9,11#,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"CAD
TRP
OMN",HET
864,6,101010100110,137-4,"7(9,11#,13) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#66ccff,"CAD
TRP
OMN",HET
865,6,101010100110,137-4,Alexandre Scriabine,mode signature compositeur,Gammes / modes signature,#66ccff,"CAD
TRP
OMN",HET
